user_id,cluster,n_reviews,avg_rating,active_years
1013305,5,1,5.0,1
169733,1,1,4.0,1
27035,1,1,4.0,1
804943,1,1,4.0,1
329627,4,2,5.0,2
979425,0,1,1.0,1
155783,1,1,4.0,1
393117,5,1,5.0,1
863436,1,1,4.0,1
666322,5,1,5.0,1
193615,5,1,5.0,1
6337,0,1,2.0,1
252798,5,1,5.0,1
884960,5,1,5.0,1
200647,5,1,5.0,1
1066227,1,1,4.0,1
575133,2,2,3.0,2
448050,0,1,3.0,1
1134505,5,1,5.0,1
659936,5,1,5.0,1
1280,0,1,3.0,1
55464,5,1,5.0,1
264519,5,1,5.0,1
50440,1,1,4.0,1
531199,5,1,5.0,1
982204,5,1,5.0,1
199393,5,1,5.0,1
365447,5,1,5.0,1
316093,1,1,4.0,1
10853,5,1,5.0,1
335324,5,1,5.0,1
606849,1,1,4.0,1
1009314,1,1,4.0,1
1050208,5,1,5.0,1
307237,5,1,5.0,1
662081,1,1,4.0,1
677609,5,1,5.0,1
752616,0,1,3.0,1
190881,5,1,5.0,1
866514,0,1,1.0,1
565978,2,2,3.0,1
210026,5,1,5.0,1
527154,5,1,5.0,1
1785,0,1,1.0,1
513945,3,5,4.8,3
903055,5,1,5.0,1
37731,0,1,1.0,1
786711,0,1,3.0,1
956839,1,1,4.0,1
1155658,5,1,5.0,1
100475,5,1,5.0,1
741826,0,1,1.0,1
263838,5,1,5.0,1
546607,5,1,5.0,1
336794,5,1,5.0,1
919225,0,1,3.0,1
302941,4,2,5.0,3
130634,1,1,4.0,1
210794,0,1,3.0,1
141347,1,1,4.0,1
845259,0,1,2.0,1
614395,5,1,5.0,1
961473,5,1,5.0,1
366467,3,2,2.5,4
331581,5,1,5.0,1
211805,0,1,3.0,1
852262,5,1,5.0,1
1066275,5,1,5.0,1
722365,4,2,5.0,1
367632,5,1,5.0,1
744222,1,1,4.0,1
265715,5,1,5.0,1
846073,5,1,5.0,1
75533,5,1,5.0,1
973342,0,1,1.0,1
557152,5,1,5.0,1
426824,0,1,1.0,1
408629,4,2,5.0,1
544072,5,1,5.0,1
581226,5,1,5.0,1
445917,0,1,1.0,1
380984,5,1,5.0,1
238878,5,1,5.0,1
950251,1,1,4.0,1
813870,1,1,4.0,1
477196,5,1,5.0,1
223473,5,1,5.0,1
987300,0,1,1.0,1
567633,0,1,3.0,1
330786,3,3,4.0,4
808657,5,1,5.0,1
969147,0,1,3.0,1
892313,1,1,4.0,1
744860,0,1,3.0,1
199809,2,2,3.5,3
917333,0,1,2.0,1
613478,5,1,5.0,1
39490,5,1,5.0,1
396758,0,1,1.0,1
765405,1,1,4.0,1
130812,5,1,5.0,1
158900,5,1,5.0,1
807940,5,1,5.0,1
792549,0,1,1.0,1
68575,1,1,4.0,1
772857,0,1,1.0,1
829257,5,1,5.0,1
828538,0,1,1.0,1
834412,5,1,5.0,1
240738,5,1,5.0,1
411603,4,2,3.5,1
638155,0,1,2.0,1
602714,5,1,5.0,1
716547,5,1,5.0,1
563122,5,1,5.0,1
864351,5,1,5.0,1
595813,5,1,5.0,1
886320,5,1,5.0,1
819908,0,1,3.0,1
499311,5,1,5.0,1
937814,0,1,1.0,1
600512,0,1,3.0,1
472739,4,2,1.0,3
182391,0,1,3.0,1
757364,5,1,5.0,1
1017688,5,1,5.0,1
137262,5,1,5.0,1
923454,5,1,5.0,1
38747,5,1,5.0,1
951920,5,1,5.0,1
645106,1,1,4.0,1
160315,5,1,5.0,1
332044,5,1,5.0,1
1104131,5,1,5.0,1
1140548,0,1,1.0,1
178540,5,1,5.0,1
191827,5,1,5.0,1
263438,4,2,5.0,1
734807,0,1,3.0,1
685586,0,1,2.0,1
98835,1,1,4.0,1
648918,0,1,3.0,1
365485,5,1,5.0,1
986138,0,1,2.0,1
1151607,1,1,4.0,1
900362,5,1,5.0,1
267457,5,1,5.0,1
667632,1,1,4.0,1
423833,0,1,1.0,1
785985,5,1,5.0,1
151463,5,1,5.0,1
270785,5,1,5.0,1
867188,5,1,5.0,1
380922,5,1,5.0,1
568518,5,1,5.0,1
106327,5,1,5.0,1
1113677,0,1,1.0,1
132851,1,1,4.0,1
5065,0,1,1.0,1
12034,5,1,5.0,1
323449,1,1,4.0,1
116023,5,1,5.0,1
1057456,5,1,5.0,1
709724,0,1,2.0,1
1152293,5,1,5.0,1
780763,5,1,5.0,1
366946,5,1,5.0,1
1142443,5,1,5.0,1
493727,5,1,5.0,1
364319,5,1,5.0,1
1026846,5,1,5.0,1
632618,1,1,4.0,1
211546,1,1,4.0,1
1074296,5,1,5.0,1
969360,1,1,4.0,1
370451,2,2,3.0,2
1147796,5,1,5.0,1
1148601,0,1,2.0,1
118868,1,1,4.0,1
242546,5,1,5.0,1
329465,5,1,5.0,1
457343,5,1,5.0,1
737252,5,1,5.0,1
657470,0,1,1.0,1
184619,5,1,5.0,1
910611,5,1,5.0,1
69629,5,1,5.0,1
998314,5,1,5.0,1
1004753,5,1,5.0,1
886477,0,1,1.0,1
805223,5,1,5.0,1
372466,0,1,2.0,1
1064514,5,1,5.0,1
477081,5,1,5.0,1
220688,5,1,5.0,1
566560,5,1,5.0,1
89063,5,1,5.0,1
1060157,1,1,4.0,1
591415,1,1,4.0,1
895977,5,1,5.0,1
826646,5,1,5.0,1
280143,5,1,5.0,1
629793,4,2,5.0,2
768017,1,1,4.0,1
669224,5,1,5.0,1
743463,5,1,5.0,1
391899,2,2,3.0,1
255383,0,1,2.0,1
320678,5,1,5.0,1
893161,5,1,5.0,1
113397,5,1,5.0,1
304823,2,3,3.3333333,2
866797,5,1,5.0,1
905389,0,1,2.0,1
538693,0,1,1.0,1
930798,0,1,2.0,1
803174,5,1,5.0,1
922232,5,1,5.0,1
566103,0,1,3.0,1
131897,2,2,3.5,4
362063,5,1,5.0,1
358923,0,1,1.0,1
945097,5,1,5.0,1
348413,5,1,5.0,1
713775,4,2,5.0,1
605373,0,1,1.0,1
515086,0,1,1.0,1
547284,1,1,4.0,1
2085,1,1,4.0,1
396699,1,1,4.0,1
987777,5,1,5.0,1
322946,1,1,4.0,1
1085535,1,1,4.0,1
328131,5,1,5.0,1
627667,5,1,5.0,1
1098249,1,1,4.0,1
638287,0,1,1.0,1
139804,1,1,4.0,1
413397,1,1,4.0,1
575752,0,1,2.0,1
61202,3,4,5.0,8
49816,5,1,5.0,1
682866,5,1,5.0,1
354491,2,2,4.0,1
85262,5,1,5.0,1
675756,0,1,1.0,1
849507,5,1,5.0,1
1130084,5,1,5.0,1
221343,4,2,5.0,2
863748,1,1,4.0,1
6299,3,2,5.0,11
307949,5,1,5.0,1
917596,5,1,5.0,1
315806,4,2,5.0,2
991602,0,1,1.0,1
817783,5,1,5.0,1
1127885,1,1,4.0,1
278209,0,1,3.0,1
115079,1,1,4.0,1
1089158,1,1,4.0,1
492647,5,1,5.0,1
321664,5,1,5.0,1
893049,0,1,1.0,1
740025,5,1,5.0,1
881980,0,1,2.0,1
1106867,5,1,5.0,1
725805,0,1,3.0,1
735093,5,1,5.0,1
444587,0,1,1.0,1
447864,5,1,5.0,1
818587,5,1,5.0,1
852028,5,1,5.0,1
151278,5,1,5.0,1
164433,5,1,5.0,1
22857,3,2,3.5,6
939776,0,1,1.0,1
295049,5,1,5.0,1
663351,4,2,5.0,1
233610,5,1,5.0,1
847903,5,1,5.0,1
459371,1,1,4.0,1
290753,5,1,5.0,1
394925,5,1,5.0,1
799906,5,1,5.0,1
727097,2,7,2.5714285,2
259691,0,1,2.0,1
1099702,5,1,5.0,1
776600,0,1,2.0,1
184226,1,1,4.0,1
364658,5,1,5.0,1
268088,5,1,5.0,1
162527,3,2,4.5,5
754747,5,1,5.0,1
551659,1,1,4.0,1
291713,5,1,5.0,1
561338,1,1,4.0,1
893169,1,1,4.0,1
417634,0,1,1.0,1
115581,4,2,5.0,1
722534,5,1,5.0,1
868947,5,1,5.0,1
879624,5,1,5.0,1
304516,5,1,5.0,1
52720,5,1,5.0,1
260862,0,1,3.0,1
500527,0,1,1.0,1
750589,2,2,4.0,2
596077,0,1,1.0,1
253325,5,1,5.0,1
653627,5,1,5.0,1
424833,2,2,3.0,1
264146,4,2,5.0,3
871014,5,1,5.0,1
851047,0,1,2.0,1
640620,5,1,5.0,1
848551,5,1,5.0,1
203350,5,1,5.0,1
39349,3,2,2.0,6
212319,5,1,5.0,1
396865,1,1,4.0,1
265738,5,1,5.0,1
799559,5,1,5.0,1
156991,5,1,5.0,1
312409,5,1,5.0,1
1044352,5,1,5.0,1
795767,5,1,5.0,1
904467,2,2,3.5,1
948261,5,1,5.0,1
1071020,5,1,5.0,1
659763,5,1,5.0,1
1049447,5,1,5.0,1
170244,0,1,3.0,1
545854,5,1,5.0,1
993447,0,1,1.0,1
127887,4,2,3.5,1
341226,5,1,5.0,1
96454,1,1,4.0,1
586443,5,1,5.0,1
145639,4,2,5.0,1
13908,5,1,5.0,1
13665,0,1,1.0,1
915478,1,1,4.0,1
1008627,5,1,5.0,1
277175,0,1,1.0,1
778562,5,1,5.0,1
909376,0,1,1.0,1
48795,0,1,2.0,1
624857,1,1,4.0,1
964867,5,1,5.0,1
396882,5,1,5.0,1
80827,1,1,4.0,1
868037,5,1,5.0,1
426672,5,1,5.0,1
3607,5,1,5.0,1
567541,5,1,5.0,1
746632,1,1,4.0,1
232282,1,1,4.0,1
302949,0,1,1.0,1
876078,1,1,4.0,1
480672,1,1,4.0,1
1032021,5,1,5.0,1
771027,1,1,4.0,1
837646,5,1,5.0,1
155705,5,1,5.0,1
432324,5,1,5.0,1
109014,0,1,3.0,1
978180,5,1,5.0,1
735076,4,2,4.5,1
169183,5,1,5.0,1
205623,0,1,2.0,1
641618,0,1,1.0,1
1118779,5,1,5.0,1
542207,5,1,5.0,1
997249,1,1,4.0,1
453949,2,2,3.0,2
904767,5,1,5.0,1
395780,4,2,5.0,1
988058,5,1,5.0,1
10318,5,1,5.0,1
1109424,5,1,5.0,1
111454,0,1,3.0,1
1110654,5,1,5.0,1
938693,2,2,3.0,1
484148,1,1,4.0,1
1013575,0,1,1.0,1
772436,5,1,5.0,1
641504,5,1,5.0,1
773246,4,2,4.5,2
1381,5,1,5.0,1
545697,0,1,3.0,1
1119212,5,1,5.0,1
622408,1,1,4.0,1
126516,0,1,3.0,1
470796,5,1,5.0,1
255140,1,1,4.0,1
1054481,0,1,2.0,1
116498,5,1,5.0,1
844287,5,1,5.0,1
289606,5,1,5.0,1
411354,0,1,1.0,1
286525,0,1,2.0,1
1004124,5,1,5.0,1
666607,1,1,4.0,1
661569,0,1,1.0,1
218258,5,1,5.0,1
590651,0,1,1.0,1
208140,5,1,5.0,1
623185,0,1,1.0,1
981387,0,1,1.0,1
617166,5,1,5.0,1
412502,5,1,5.0,1
806618,5,1,5.0,1
940026,0,1,3.0,1
447063,5,1,5.0,1
144909,5,1,5.0,1
467540,5,1,5.0,1
306904,5,1,5.0,1
518553,2,2,4.0,2
887991,5,1,5.0,1
923995,0,1,3.0,1
796085,0,1,2.0,1
773193,0,1,1.0,1
994435,0,1,1.0,1
819445,5,1,5.0,1
5425,0,1,3.0,1
298813,5,1,5.0,1
1063645,5,1,5.0,1
235150,5,1,5.0,1
748573,0,1,1.0,1
430465,0,1,1.0,1
371658,0,1,1.0,1
699736,5,1,5.0,1
825374,1,1,4.0,1
689285,5,1,5.0,1
208169,5,1,5.0,1
366962,5,1,5.0,1
535,5,1,5.0,1
13680,5,1,5.0,1
1037403,5,1,5.0,1
554308,0,1,1.0,1
598080,5,1,5.0,1
1126037,5,1,5.0,1
531449,5,1,5.0,1
1153241,5,1,5.0,1
919071,5,1,5.0,1
795357,1,1,4.0,1
1131505,5,1,5.0,1
747701,5,1,5.0,1
1103533,0,1,1.0,1
1040151,5,1,5.0,1
790384,5,1,5.0,1
649603,5,1,5.0,1
325997,5,1,5.0,1
1031819,0,1,3.0,1
815775,0,1,3.0,1
47614,1,1,4.0,1
759633,1,1,4.0,1
32510,1,1,4.0,1
793000,5,1,5.0,1
1132703,0,1,3.0,1
267905,5,1,5.0,1
640768,5,1,5.0,1
776017,5,1,5.0,1
34573,0,1,3.0,1
683587,2,2,4.0,1
125973,5,1,5.0,1
89451,5,1,5.0,1
775255,5,1,5.0,1
663766,5,1,5.0,1
16802,1,1,4.0,1
1130287,1,1,4.0,1
1045127,5,1,5.0,1
632730,5,1,5.0,1
560524,1,1,4.0,1
709284,5,1,5.0,1
1152087,1,1,4.0,1
1052980,1,1,4.0,1
66602,5,1,5.0,1
435227,1,1,4.0,1
711718,5,1,5.0,1
565857,5,1,5.0,1
163147,0,1,1.0,1
786015,1,1,4.0,1
1145762,5,1,5.0,1
716940,0,1,1.0,1
155416,5,1,5.0,1
340145,0,1,2.0,1
927765,0,1,2.0,1
620800,0,1,1.0,1
660397,5,1,5.0,1
523222,5,1,5.0,1
728970,5,1,5.0,1
852613,1,1,4.0,1
993645,5,1,5.0,1
979071,5,1,5.0,1
513303,0,1,2.0,1
50698,3,2,5.0,6
901646,5,1,5.0,1
80060,5,1,5.0,1
481599,5,1,5.0,1
93109,2,2,3.0,4
858247,5,1,5.0,1
754922,5,1,5.0,1
771003,5,1,5.0,1
1074858,5,1,5.0,1
272829,0,1,3.0,1
649049,5,1,5.0,1
189651,0,1,2.0,1
137957,1,1,4.0,1
345497,5,1,5.0,1
328945,5,1,5.0,1
650860,0,1,1.0,1
314254,0,1,3.0,1
342448,0,1,3.0,1
69848,0,1,2.0,1
651100,5,1,5.0,1
695260,5,1,5.0,1
804523,5,1,5.0,1
34343,0,1,1.0,1
138701,1,1,4.0,1
907133,5,1,5.0,1
678394,0,1,1.0,1
795463,0,1,2.0,1
1145003,5,1,5.0,1
387074,4,2,4.5,1
670621,5,1,5.0,1
1111581,0,1,1.0,1
544747,0,1,2.0,1
261650,0,1,1.0,1
79348,0,1,1.0,1
804175,4,2,5.0,1
943004,5,1,5.0,1
683070,5,1,5.0,1
1076724,0,1,3.0,1
342022,5,1,5.0,1
181366,1,1,4.0,1
881929,5,1,5.0,1
628032,5,1,5.0,1
69265,5,1,5.0,1
852729,5,1,5.0,1
891774,5,1,5.0,1
510708,1,1,4.0,1
508350,0,1,1.0,1
984145,5,1,5.0,1
276601,5,1,5.0,1
268887,5,1,5.0,1
244556,5,1,5.0,1
799681,0,1,3.0,1
252083,0,1,1.0,1
544728,0,1,2.0,1
980467,5,1,5.0,1
854424,5,1,5.0,1
29347,5,1,5.0,1
289844,1,1,4.0,1
330934,0,1,3.0,1
994592,5,1,5.0,1
108610,1,1,4.0,1
280718,0,1,3.0,1
96243,1,1,4.0,1
217000,0,1,1.0,1
157648,5,1,5.0,1
949363,1,1,4.0,1
174219,3,3,5.0,4
464676,5,1,5.0,1
1073138,5,1,5.0,1
364292,5,1,5.0,1
106798,5,1,5.0,1
900757,5,1,5.0,1
399403,5,1,5.0,1
797457,5,1,5.0,1
188630,5,1,5.0,1
481277,0,1,3.0,1
652630,5,1,5.0,1
925514,5,1,5.0,1
125758,3,2,1.0,4
14982,5,1,5.0,1
1021544,1,1,4.0,1
627836,5,1,5.0,1
724304,0,1,3.0,1
698855,0,1,3.0,1
1003308,0,1,1.0,1
427677,5,1,5.0,1
544110,1,1,4.0,1
674096,5,1,5.0,1
439077,5,1,5.0,1
471231,5,1,5.0,1
918933,0,1,2.0,1
729108,5,1,5.0,1
585070,1,1,4.0,1
852707,4,2,4.0,1
231686,4,2,4.5,1
10453,1,1,4.0,1
57299,2,2,3.5,4
119884,5,1,5.0,1
576896,4,2,5.0,1
399907,5,1,5.0,1
1134888,4,2,5.0,1
890958,0,1,1.0,1
632263,1,1,4.0,1
457681,0,1,3.0,1
1140236,5,1,5.0,1
842476,4,2,5.0,1
854075,5,1,5.0,1
125716,5,1,5.0,1
374284,5,1,5.0,1
921276,1,1,4.0,1
679382,0,1,2.0,1
432898,5,1,5.0,1
850174,1,1,4.0,1
896656,5,1,5.0,1
34067,0,1,1.0,1
721061,0,1,3.0,1
213168,0,1,1.0,1
1008856,5,1,5.0,1
615213,5,1,5.0,1
688012,5,1,5.0,1
301321,2,4,4.0,3
828201,1,1,4.0,1
789261,5,1,5.0,1
738896,5,1,5.0,1
901816,5,1,5.0,1
138831,1,1,4.0,1
406401,0,1,2.0,1
933953,5,1,5.0,1
16727,5,1,5.0,1
294724,0,1,3.0,1
263904,3,3,2.6666667,4
960378,5,1,5.0,1
45822,1,1,4.0,1
913722,1,1,4.0,1
460639,5,1,5.0,1
762540,0,1,2.0,1
386769,5,1,5.0,1
541929,5,1,5.0,1
61233,1,1,4.0,1
326582,1,1,4.0,1
875116,5,1,5.0,1
360181,1,1,4.0,1
272844,0,1,1.0,1
603087,0,1,3.0,1
60208,5,1,5.0,1
456134,5,1,5.0,1
152642,5,1,5.0,1
1031484,0,1,2.0,1
833136,5,1,5.0,1
370954,5,1,5.0,1
468781,5,1,5.0,1
613288,5,1,5.0,1
493258,5,1,5.0,1
961472,5,1,5.0,1
654646,5,1,5.0,1
998395,0,1,1.0,1
1041812,5,1,5.0,1
535937,1,1,4.0,1
794454,5,1,5.0,1
154255,5,1,5.0,1
240569,0,1,1.0,1
793730,0,1,3.0,1
1049908,5,1,5.0,1
278393,0,1,1.0,1
1101112,0,1,2.0,1
627890,0,1,1.0,1
431443,5,1,5.0,1
646451,5,1,5.0,1
239849,1,1,4.0,1
724053,0,1,3.0,1
643277,4,2,5.0,2
157275,5,1,5.0,1
481432,5,1,5.0,1
687340,1,1,4.0,1
1034417,5,1,5.0,1
679404,5,1,5.0,1
192951,5,1,5.0,1
626764,5,1,5.0,1
665547,0,1,1.0,1
290819,5,1,5.0,1
887278,0,1,1.0,1
94540,0,1,2.0,1
597802,5,1,5.0,1
535329,5,1,5.0,1
932771,5,1,5.0,1
88580,5,1,5.0,1
733127,0,1,3.0,1
185592,5,1,5.0,1
987643,0,1,3.0,1
1097604,1,1,4.0,1
1028942,5,1,5.0,1
313762,5,1,5.0,1
106875,5,1,5.0,1
869668,0,1,1.0,1
224031,4,2,5.0,2
731255,5,1,5.0,1
836831,5,1,5.0,1
1064706,1,1,4.0,1
183025,1,1,4.0,1
236847,4,2,4.5,2
890840,5,1,5.0,1
1083274,5,1,5.0,1
743554,0,1,1.0,1
1009910,5,1,5.0,1
273522,1,1,4.0,1
1146117,5,1,5.0,1
391598,5,1,5.0,1
1143874,5,1,5.0,1
420309,5,1,5.0,1
670679,1,1,4.0,1
66142,5,1,5.0,1
137803,1,1,4.0,1
167222,5,1,5.0,1
105888,5,1,5.0,1
592117,5,1,5.0,1
486049,1,1,4.0,1
875376,5,1,5.0,1
658920,5,1,5.0,1
1058680,5,1,5.0,1
938806,0,1,3.0,1
1106319,5,1,5.0,1
241612,1,1,4.0,1
726283,5,1,5.0,1
712555,5,1,5.0,1
55938,0,1,3.0,1
211858,1,1,4.0,1
411230,5,1,5.0,1
145026,1,1,4.0,1
845237,0,1,1.0,1
311760,0,1,1.0,1
1067478,0,1,1.0,1
426260,4,2,5.0,1
831906,5,1,5.0,1
681332,4,2,5.0,1
1031283,0,1,3.0,1
164046,5,1,5.0,1
488443,1,1,4.0,1
192381,5,1,5.0,1
771519,5,1,5.0,1
114717,1,1,4.0,1
746692,5,1,5.0,1
167303,0,1,2.0,1
1037994,0,1,2.0,1
220835,5,1,5.0,1
1063129,4,2,5.0,2
70799,5,1,5.0,1
237789,5,1,5.0,1
438984,5,1,5.0,1
148116,5,1,5.0,1
1053123,5,1,5.0,1
362820,5,1,5.0,1
327096,5,1,5.0,1
742420,1,1,4.0,1
1104822,0,1,1.0,1
1095104,5,1,5.0,1
890129,5,1,5.0,1
39342,1,1,4.0,1
296314,5,1,5.0,1
410753,5,1,5.0,1
393803,5,1,5.0,1
682928,1,1,4.0,1
262470,0,1,1.0,1
704299,1,1,4.0,1
45549,5,1,5.0,1
971339,0,1,1.0,1
361175,5,1,5.0,1
334313,5,1,5.0,1
488463,0,1,3.0,1
1000102,5,1,5.0,1
1019258,5,1,5.0,1
973246,5,1,5.0,1
746758,4,2,3.5,2
118299,1,1,4.0,1
773138,0,1,1.0,1
602681,2,3,3.6666667,2
15313,0,1,1.0,1
1003203,5,1,5.0,1
73126,5,1,5.0,1
133676,0,1,2.0,1
1022157,0,1,1.0,1
647148,4,2,5.0,3
406249,5,1,5.0,1
571360,0,1,3.0,1
214112,5,1,5.0,1
964156,0,1,2.0,1
610418,5,1,5.0,1
275884,5,1,5.0,1
118862,5,1,5.0,1
1100,3,2,4.0,7
344634,5,1,5.0,1
495268,5,1,5.0,1
528515,5,1,5.0,1
529912,0,1,1.0,1
176182,5,1,5.0,1
86440,0,1,1.0,1
726538,5,1,5.0,1
154434,5,1,5.0,1
1108776,5,1,5.0,1
39708,5,1,5.0,1
679355,5,1,5.0,1
965950,5,1,5.0,1
892197,5,1,5.0,1
818205,5,1,5.0,1
1141356,5,1,5.0,1
973741,5,1,5.0,1
398230,5,1,5.0,1
614163,5,1,5.0,1
105749,0,1,1.0,1
277151,5,1,5.0,1
167023,5,1,5.0,1
432764,0,1,2.0,1
84796,5,1,5.0,1
41935,5,1,5.0,1
33722,0,1,1.0,1
408304,0,1,1.0,1
657761,5,1,5.0,1
133167,5,1,5.0,1
405334,4,2,5.0,2
687418,5,1,5.0,1
798311,5,1,5.0,1
1035546,0,1,2.0,1
79313,0,1,1.0,1
500566,4,2,1.5,1
593958,4,2,5.0,3
1084313,5,1,5.0,1
382933,0,1,1.0,1
1023757,5,1,5.0,1
1090041,5,1,5.0,1
239144,0,1,1.0,1
30432,3,2,4.0,10
224245,4,2,4.5,1
978141,0,1,2.0,1
220853,5,1,5.0,1
461896,1,1,4.0,1
77915,5,1,5.0,1
798894,5,1,5.0,1
1157490,0,1,2.0,1
638267,0,1,1.0,1
484864,4,2,4.5,2
495481,5,1,5.0,1
274330,4,2,5.0,1
877625,5,1,5.0,1
419257,5,1,5.0,1
726633,5,1,5.0,1
384550,5,1,5.0,1
914342,5,1,5.0,1
416244,5,1,5.0,1
1139900,5,1,5.0,1
31647,5,1,5.0,1
1084491,0,1,1.0,1
8987,1,1,4.0,1
455163,5,1,5.0,1
66636,5,1,5.0,1
295176,5,1,5.0,1
674501,5,1,5.0,1
1058913,5,1,5.0,1
776005,4,2,5.0,2
682211,5,1,5.0,1
582622,0,1,1.0,1
718453,0,1,1.0,1
1113506,5,1,5.0,1
305226,4,2,5.0,1
349138,5,1,5.0,1
245454,0,1,1.0,1
422506,4,2,3.5,1
758475,5,1,5.0,1
32520,0,1,3.0,1
874071,5,1,5.0,1
967524,0,1,3.0,1
1095314,0,1,2.0,1
270636,5,1,5.0,1
400416,0,1,1.0,1
518438,5,1,5.0,1
76363,5,1,5.0,1
293863,5,1,5.0,1
873171,1,1,4.0,1
732072,1,1,4.0,1
260916,5,1,5.0,1
31446,1,1,4.0,1
4485,1,1,4.0,1
286942,1,1,4.0,1
184550,5,1,5.0,1
1036525,5,1,5.0,1
553663,5,1,5.0,1
118449,5,1,5.0,1
518329,1,1,4.0,1
1100767,0,1,1.0,1
726287,5,1,5.0,1
807124,1,1,4.0,1
735326,5,1,5.0,1
567889,0,1,2.0,1
933594,5,1,5.0,1
356728,5,1,5.0,1
1051603,5,1,5.0,1
56642,5,1,5.0,1
394683,5,1,5.0,1
805682,0,1,2.0,1
450862,0,1,3.0,1
652180,5,1,5.0,1
323690,0,1,3.0,1
168944,5,1,5.0,1
454128,1,1,4.0,1
379499,4,3,4.3333335,1
464569,5,1,5.0,1
56318,5,1,5.0,1
690811,0,1,1.0,1
909160,0,1,1.0,1
12647,0,1,3.0,1
845494,0,1,1.0,1
197041,5,1,5.0,1
605107,5,1,5.0,1
281237,5,1,5.0,1
249241,5,1,5.0,1
48759,5,1,5.0,1
535713,5,1,5.0,1
1130250,5,1,5.0,1
301534,5,1,5.0,1
1104281,5,1,5.0,1
323988,5,1,5.0,1
586607,5,1,5.0,1
451894,5,1,5.0,1
663034,5,1,5.0,1
426205,5,1,5.0,1
781152,5,1,5.0,1
74915,1,1,4.0,1
307115,0,1,3.0,1
680173,5,1,5.0,1
10950,5,1,5.0,1
805016,5,1,5.0,1
838073,0,1,3.0,1
1001435,5,1,5.0,1
324496,5,1,5.0,1
282937,5,1,5.0,1
1044683,5,1,5.0,1
774022,1,1,4.0,1
521365,5,1,5.0,1
153544,0,1,3.0,1
712027,5,1,5.0,1
1090651,5,1,5.0,1
481810,5,1,5.0,1
1015630,5,1,5.0,1
256838,1,1,4.0,1
578413,1,1,4.0,1
865506,0,1,3.0,1
172015,5,1,5.0,1
777814,5,1,5.0,1
901139,0,1,1.0,1
782602,5,1,5.0,1
327275,0,1,1.0,1
1026844,5,1,5.0,1
326943,5,1,5.0,1
992230,5,1,5.0,1
326238,1,1,4.0,1
28259,2,2,2.5,1
594171,5,1,5.0,1
